data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,event_type_2,Police Involved?,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin2-rev,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
715601,788,TUN3997,3997,3-Mar-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tataouine,Tataouine Nord,Tataouine Nord,,Tataouine,32.9297,10.4518,1,Tunisie Numerique,Subnational,Renewed protests in Tatouine against the non-implementation of the agreement signed between Kamour protesters and the government in June last summer.,0,1520269671,TUN
715599,788,TUN3995,3995,2-Mar-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Manouba,Oued Ellil,Oued Ellil,,Oued Ellil,36.8341,10.0406,1,Tunisie Numerique,Subnational,Some forty people staged a protest at the headquarters of a bank demanding to get their money that was stolen from them by a bank employee.,0,1520269671,TUN
715600,788,TUN3996,3996,2-Mar-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Gafsa,Ksar,Ksar,,El Ksar,34.3983,8.8044,2,Tunisie Numerique,Subnational,Youth burned tires and blocked the road to Gafsa in protest against being unemployed.,0,1520269671,TUN
715598,788,TUN3994,3994,1-Mar-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),Judiciary (Tunisia),6,,,0,60,Northern Africa,Tunisia,Ben Arous (Tunis Sud),Nouvelle Medina,Nouvelle Medina,,Ben Arous,36.7444,10.2338,1,Agence France Presse,International,Judges protested outside the courthouse in Ben Arous against the pressure attacks from policemen who demand the release of their collegues.,0,1520269671,TUN
715597,788,TUN3993,3993,27-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Gafsa Sud,Gafsa Sud,,Gafsa,34.425,8.7417,1,Mosaique,Subnational,Parents to autistic children in Gafsa stage a demonstration in protest against the ill-treatment of autistic children in Ariana.,0,1520269671,TUN
715596,788,TUN3992,3992,26-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Sidi Bou Zid,Sidi Bouzid Est,Sidi Bouzid Est,,Sidi Bouzid,35.0382,9.4849,1,Tunisie Numerique,Subnational,Teachers in Sidi Bouzid staged a protest claiming that the Ministry of Education has not responded to their demands.,0,1520269671,TUN
715594,788,TUN3990,3990,25-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tataouine,Tataouine Nord,Tataouine Nord,,Tataouine,32.9297,10.4518,1,Tunis Afrique Press; Mosaique,Subnational-National,"Sit-inners in Kamour staged a protest in downtown Tataouine, demanding the government to implement various points agreed upon amidst negotiations last summer.",0,1520269671,TUN
715595,788,TUN3991,3991,25-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),Police Forces of Tunisia (2014-),6,,,0,60,Northern Africa,Tunisia,Ben Arous (Tunis Sud),Nouvelle Medina,Nouvelle Medina,,Ben Arous,36.7444,10.2338,1,Agence France Presse,International,"Policemen both in uniform and plain clothing gathered outside the court in Ben Arous, chanting slogans demanding the release of their collegues, being detained on accusations of torture.",0,1520269671,TUN
713382,788,TUN3988,3988,20-Feb-18,2018,1,Riots/Protests,Riot,1,Rioters (Tunisia),,5,Police Forces of Tunisia (2014-),,1,15,Northern Africa,Tunisia,Sfax,Mahras,Mahres,,Mahras,34.5275,10.5008,1,Tunisie Numerique,National,"Unemployed youth and residents burned tires, blocked the road and the railroad linking Sfax and Gabes in central Mahres in protest against the results of a recruitment contest. Police dispersed the protesters by firing teargas.",0,1519668788,TUN
713383,788,TUN3989,3989,20-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Ariana,Soukra,Soukra,,Ariana,36.8601,10.1934,1,Mosaique,Subnational,"Parents of autistic children at a private center in Ariana organized a protest gathering in front of the headquarters of National Security in Ariana, chanting slogans calling for the release of the educators arrested for mistreatment of the children.",0,1519668788,TUN
713379,788,TUN3985,3985,19-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Sfax,Sfax Sud,Sfax Sud,,Thyna,34.6542,10.6764,2,Mosaique,Subnational,Fishermen in Thyna gathered at the water treatment plant to protest against pollution caused by chemicals and petrochemicals.,0,1519668788,TUN
713380,788,TUN3986,3986,19-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),OJTM: Tunisian Organisation of Young Doctors,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,2,Jeune Afrique; Shems; Mosaique,Subnational-Regional,"The organisation of young Tunisian doctors organized a protest march from the Faculty of Medicine to the Ministry of Health, claiming an updated law that regulates their legal status and safeguards their rights.",0,1519668788,TUN
713381,788,TUN3987,3987,19-Feb-18,2018,1,Strategic development,Protest,0,Protesters (Tunisia),URT: Regional Labour Union,6,,,0,60,Northern Africa,Tunisia,Jendouba,Jendouba Nord,Jendouba Nord,,Jendouba,36.5011,8.7802,2,Mosaique,Subnational,Strikes: Employees at STEG began an unlimited strike in protest against several violent incidents which have targeted employees at the state-owned electricity company.,0,1519668788,TUN
713377,788,TUN3983,3983,18-Feb-18,2018,1,Remote violence,Remote violence,0,Okba Ibn Nafaa Brigade,,3,Civilians (Tunisia),,7,37,Northern Africa,Tunisia,Kasserine,Kasserine Sud,Kasserine Sud,,Jebel ech Chambi,35.2068,8.6827,1,Tunisie Numerique; Mosaique; Shems; Menastream; Akher Khabar,Subnational-National,"A shepherd was wounded and had his leg amputated following the explosion of an IED/landmine in the area of Faj Hassine at Jebel Chaambi, Kasserine, the explosive device was most likely planted by militants of the Okba Ibn Nafaa Brigade.",0,1519668788,TUN
713378,788,TUN3984,3984,18-Feb-18,2018,1,Violence against civilians,Violence against civilians,0,Soldiers of the Caliphate,,2,Civilians (Tunisia),,7,27,Northern Africa,Tunisia,Sidi Bou Zid,Sidi Ali Ben Aoun,Sidi Ali Ben Aoun,,Sidi Ali Ben Aoun,34.8667,9.2,1,Shems; Mosaique; Kapitalis; Tunisie Numerique,Subnational,"Two presumed militants of the Soldiers of the Caliphate entered the home of their uncle and tortured him including pulling his nails out in Sidi Ali Ben Aoun, the victim later succumbed to his wounds.",1,1519668788,TUN
713375,788,TUN3981,3981,17-Feb-18,2018,1,Battle-No change of territory,Battle-No change of territory,0,Military Forces of Tunisia (2014-),,1,Unidentified Armed Group (Tunisia),Unidentified Armed Group (Libya),3,13,Northern Africa,Tunisia,Tataouine,Remada,Remada,,Borj el-Khadra,30.25,9.55,2,Tunisie Numerique; Mosaique,Subnational-National,"A Tunisian army patrol intercepted and opened fire on a vehicle in the area of Borj El Khadra in the extreme south on the border with Libya, the occupants of the vehicle were forced to stop and exchanged fire with the patrol before escaping back across the border into Libya, the military patrol seized the vehicle which contained ammunition boxes with a total of 1388 rounds, binoculars, and an artisanal grenade.",0,1519668788,TUN
713376,788,TUN3982,3982,17-Feb-18,2018,1,Violence against civilians,Violence against civilians,0,Unidentified Armed Group (Tunisia),,3,Civilians (Tunisia),,7,37,Northern Africa,Tunisia,Jendouba,Ghardimaou,Ghardimaou,,Ghardimaou,36.4479,8.4413,2,Tunis Afrique Press,National,"A ranger was found murdered in the area of Hammam-Sraya, north of Ghardimaou near the border with Algeria, the circumstances of the victims death is unknown, although the area has a documented presence of militants as well as recent activity.",1,1519668788,TUN
686018,788,TUN3980,3980,16-Feb-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Kasserine,Ezzouhour,Ezzouhour-Kasserine,,Kasserine,35.1676,8.8365,2,Menastream; Mosaique,Subnational-National,"Family members and people close to a shepherd who was wounded by an IED at Jebel Chaambi blocked the main road near the General Hospital in Kasserine, the road was later opened after negotiations with authorities.",0,1519056480,TUN
686019,788,TUN3979,3979,16-Feb-18,2018,1,Remote violence,Remote violence,0,Okba Ibn Nafaa Brigade,,3,Civilians (Tunisia),,7,37,Northern Africa,Tunisia,Kasserine,Kasserine Sud,Kasserine Sud,,Jebel ech Chambi,35.2068,8.6827,1,Menastream; Tunis Afrique Press; Shems; Jawhara,Subnational-National,"A shepherd was wounded by the explosion of an IED in the area of Faj Hassine at Jebel Chaambi, Kasserine Governorate. The IED was most likely planted by militants of the Okba Ibn Nafaa Brigade.",0,1519056480,TUN
686017,788,TUN3978,3978,15-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Shems,Subnational,"Dozens of teachers protested outside the UGTT headquarters in downtown Tunis, calling for improved work conditions and benefits.",0,1519056480,TUN
686015,788,TUN3976,3976,12-Feb-18,2018,1,Remote violence,Remote violence,0,Okba Ibn Nafaa Brigade,,3,,,0,30,Northern Africa,Tunisia,Kasserine,Kasserine Sud,Kasserine Sud,,Jebel ech Chambi,35.2068,8.6827,1,Menastream; Shems,Subnational-National,"A heavy explosion was heard at Jebel Chaambi, Kasserine, presumably an IED planted by militants of the Okba Ibn Nafaa Brigade, military units moved out to contrl the site of the explosion.",0,1519056480,TUN
686016,788,TUN3977,3977,12-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Gafsa Sud,Gafsa Sud,,Gafsa,34.425,8.7417,1,Tunis Afrique Press,National,Protesters gathered outside the headquarters of the state-run Gafsa Phosphate Company calling on the government to find a solution to the crisis within the country's phosphate industry as a result of blockades and protests.,0,1519056480,TUN
686014,788,TUN3975,3975,11-Feb-18,2018,1,Strategic development,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab el Bhar,Bab el Bhar,,Cite El Khadra,36.8097,10.1761,1,Maghreb Emergent,Regional,"Strike: Twenty electoral officials began a hunger strike at the ISIE headquarters in Berges du Lac area (Cite El Khadra district) of Tunis, the hunger strike comes in solidarity with electoral co-workers and officials who resumed their sit-in on February 7 in protest against the unsolved question of tenure and the dismissal of three co-workers.",0,1519056480,TUN
685386,788,TUN3974,3974,9-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),TFP: Tunisians For Palestine,6,,,0,60,Northern Africa,Tunisia,Tunis,Bardo,Bardo,,Le Bardo,36.8092,10.1406,1,Tunis Afrique Press,National,The civil and political coalition Tunisians for Palestine protestedÃÂ outside the Bardo PalaceÃÂ against the delayed examination of the draft bill on the criminalisation of normalisation with the Israel.,0,1518774651,TUN
685385,788,TUN3973,3973,7-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),ISIE: Independent High Authority for Elections,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab el Bhar,Bab el Bhar,,Cite El Khadra,36.8097,10.1761,1,Shems,Subnational,"Electoral workers and officials resumed a sit-in and hunger strike at the ISIE headquarters in Berges du Lac area (Cite El Khadra district) of Tunis, the sit-in was staged in protest against the unsolved question of tenure and the dismissal of three co-workers. ",0,1518774651,TUN
685383,788,TUN3971,3971,5-Feb-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Jendouba,Ain Draham,Ain Draham,,Ain Draham,36.7787,8.6874,1,Mosaique,Subnational,Youth burned tires and blocked roads in the town of Ain Draham in protest against security campaign targeting the sale of contraband fuel.,0,1518774651,TUN
685384,788,TUN3972,3972,5-Feb-18,2018,1,Riots/Protests,Riot,0,Police Forces of Tunisia (2014-) ,,1,Rioters (Tunisia),,5,15,Northern Africa,Tunisia,Bizerte,Bizerte Nord,Bizerte Nord,,Bizerte,37.2744,9.8739,2,Tunisie Numerique,National,"Security forces dispersed rioters by firing teargas in the area of Louata, between Bizerte and Menzel Bourguiba, the rioters responded by throwing stones.",0,1518774651,TUN
448688,788,TUN3964,3964,2-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),SNJT: National Union of Tunisian Journalists,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,AP International,International,"Journalists, following the call of the SNJT, protested against attempts from the government and police to curtail freedom of speech.",0,1517851172,TUN
448689,788,TUN3965,3965,2-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),SNJT: National Union of Tunisian Journalists,6,,,0,60,Northern Africa,Tunisia,Beja,Beja Sud,Beja Sud,,Beja,36.7256,9.1817,1,Shemsfm,Subnational,"Journalists, following the call of the SNJT, protested against attempts from the government and police to curtail freedom of speech.",0,1517851172,TUN
448690,788,TUN3966,3966,2-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),SNJT: National Union of Tunisian Journalists,6,,,0,60,Northern Africa,Tunisia,Gafsa,Gafsa Sud,Gafsa Sud,,Gafsa,34.425,8.7417,1,Shemsfm,Subnational,"Journalists, following the call of the SNJT, protested against attempts from the government and police to curtail freedom of speech.",0,1517851172,TUN
448691,788,TUN3967,3967,2-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),SNJT: National Union of Tunisian Journalists,6,,,0,60,Northern Africa,Tunisia,Kebili,Kebili Nord,Kebili Nord,,Kebili,33.7044,8.969,1,Shemsfm,Subnational,"Journalists, following the call of the SNJT, protested against attempts from the government and police to curtail freedom of speech.",0,1517851172,TUN
448692,788,TUN3968,3968,2-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),SNJT: National Union of Tunisian Journalists,6,,,0,60,Northern Africa,Tunisia,Tataouine,Tataouine Nord,Tataouine Nord,,Tataouine,32.9297,10.4518,1,Shemsfm,Subnational,"Journalists, following the call of the SNJT, protested against attempts from the government and police to curtail freedom of speech.",0,1517851172,TUN
448693,788,TUN3969,3969,2-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),SNJT: National Union of Tunisian Journalists,6,,,0,60,Northern Africa,Tunisia,Sfax,Sfax Medina,Sfax Medina,,Sfax,34.7406,10.7603,1,Tunisien Numerique,National,"Journalists, following the call of the SNJT, protested against attempts from the government and police to curtail freedom of speech.",0,1517851172,TUN
448694,788,TUN3970,3970,2-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),ISIE: Independent High Authority for Elections,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Tunisien Numerique,National,Members of the Independent High Authority for Elections staged a sit-in to call for a regularisation of their legal and contractual status and denounce arbitrary sackings.,0,1517851172,TUN
448684,788,TUN3960,3960,1-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),Hizb Ettahrir Party,6,,,0,60,Northern Africa,Tunisia,Tunis,Bardo,Bardo,,Le Bardo,36.8092,10.1406,1,Shemsfm,Subnational,Members of Hizb ut-Tahrir protested in front of the National Assembly to denounce the visit of French president Macron to Tunisia.,0,1517851172,TUN
448685,788,TUN3961,3961,1-Feb-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Kasserine,Jedeliane,Jedeliane,,Jedelienne,35.5932,9.0599,1,Tunisien Numerique,National,Inhabitants of Jedeliene blocked roads to demonstrate against the police killing a smuggler last week.,0,1517851172,TUN
448686,788,TUN3962,3962,1-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tunis,Medina,Medina,,Kasbah,36.8,10.1675,1,Tunisien Numerique,National,Secondary education teachers organised a protested in front of the Ministry of Education in the Kasbah in Tunis to denounce the deterioriation of their socio-economic conditions.,0,1517851172,TUN
448687,788,TUN3963,3963,1-Feb-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),ISIE: Independent High Authority for Elections,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Tunisien Numerique,National,Members of the Independent High Authority for Elections staged a sit-in to call for a regularisation of their legal and contractual status and denounce arbitrary sackings.,0,1517851172,TUN
448683,788,TUN3959,3959,31-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),ISIE: Independent High Authority for Elections,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Tunisien Numerique,National,Members of the Independent High Authority for Elections staged a sit-in to call for a regularisation of their legal and contractual status and denounce arbitrary sackings.,0,1517851172,TUN
448677,788,TUN3953,3953,30-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Mdhilla,Mdhilla,,Mdhilla,34.251,8.747,1,BBC Monitoring,National,Unemployed protesters marched through Mdhilla to call for the release of individuals detained in connection with recent protests.,0,1517851172,TUN
448678,788,TUN3954,3954,30-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),Forza Tounes,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Maghreb Emergent,Local,The Forza Tounes association protested in front of the Ennahda party HQs and called on them to make transparent the party's sources of funding.,0,1517851172,TUN
448679,788,TUN3955,3955,30-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Sidi Bou Zid,Sidi Ali Ben Aoun,Sidi Ali Ben Aoun,,Sidi Ali Ben Aoun,34.8667,9.2,1,Shemsfm,Subnational,People in Sidi Bouzid and Sidi Ali Ben Aoun went during their sit-in on a hunger strike to protest against the injustice of not being recruited and employed by public companies.,0,1517851172,TUN
448680,788,TUN3956,3956,30-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Sidi Bou Zid,Sidi Bouzid Est,Sidi Bouzid Est,,Sidi Bouzid,35.0382,9.4849,1,Shemsfm,Subnational,People in Sidi Bouzid and Sidi Ali Ben Aoun went during their sit-in on a hunger strike to protest against the injustice of not being recruited and employed by public companies.,0,1517851172,TUN
448681,788,TUN3957,3957,30-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Shemsfm,Subnational,Civil society activists staged a sit-in in front of the 'Instance VÃ©ritÃ© et DignitÃ©' in Tunis to call for a clarification with regards to the dossiers of the injured and martyrs of the revolution.,0,1517851172,TUN
448682,788,TUN3958,3958,30-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),ISIE: Independent High Authority for Elections,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Tunisien Numerique,National,Members of the Independent High Authority for Elections staged a sit-in to call for a regularisation of their legal and contractual status and denounce arbitrary sackings.,0,1517851172,TUN
448671,788,TUN3947,3947,29-Jan-18,2018,1,Riots/Protests,Riot,1,Rioters (Tunisia),,5,Police Forces of Tunisia (2014-),,1,15,Northern Africa,Tunisia,Kasserine,Ezzouhour,Ezzouhour-Kasserine,,Kasserine,35.1676,8.8365,1,Tunisien Numerique,National,4 unknown individuals attacked a policemen and injured him. The motive of the aggression is not clear.,0,1517851172,TUN
448672,788,TUN3948,3948,29-Jan-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,Military Forces of Tunisia (2014-) National Guard,,1,15,Northern Africa,Tunisia,Sousse,Sousse Medina,Sousse Medina,,Sousse,35.8254,10.637,1,Tunisien Numerique,National,"During the arrest of a wanted criminal, the National Guard was received with stones by family members to prevent the security forces from arresting the criminal. Their vehicle was damaged.",0,1517851172,TUN
448673,788,TUN3949,3949,29-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Mdhilla,Mdhilla,,Mdhilla,34.251,8.747,1,Tunisien Numerique,National,"Unemployed people in Oum Laarayes, Redeyef, Metlaou and Mdhila staged sit-ins to call for being recruited at the Gafsa phosphate company.",0,1517851172,TUN
448674,788,TUN3950,3950,29-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Metlaoui,Metlaoui,,Metlaoui,34.3208,8.4016,1,Tunisien Numerique,National,"Unemployed people in Oum Laarayes, Redeyef, Metlaou and Mdhila staged sit-ins to call for being recruited at the Gafsa phosphate company.",0,1517851172,TUN
448675,788,TUN3951,3951,29-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Oum Larais,Oum Larais,,Oum Larais,34.4891,8.2595,1,Tunisien Numerique,National,"Unemployed people in Oum Laarayes, Redeyef, Metlaou and Mdhila staged sit-ins to call for being recruited at the Gafsa phosphate company.",0,1517851172,TUN
448676,788,TUN3952,3952,29-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Redeyef,Redeyef,,Redeyef,34.3827,8.1555,1,Tunisien Numerique,National,"Unemployed people in Oum Laarayes, Redeyef, Metlaou and Mdhila staged sit-ins to call for being recruited at the Gafsa phosphate company.",0,1517851172,TUN
448669,788,TUN3945,3945,28-Jan-18,2018,1,Remote violence,Remote violence,0,Soldiers of the Caliphate,,2,Civilians (Tunisia),,7,27,Northern Africa,Tunisia,Kasserine,Hassi El Ferid,Hassi El Ferid,,Jebel Selloum,35.0749,8.9058,1,Tunisien Numerique,National,The wife of an Islamic State militant was killed as she stepped on a landmine on Jebel Salloum planted by the militants.,0,1517851172,TUN
448670,788,TUN3946,3946,28-Jan-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Gafsa,Mdhilla,Mdhilla,,Mdhilla,34.251,8.747,1,BBC Monitoring,National,Rioters in Mdhilla stopped trains carrying phosphate to a chemical facility in town.,0,1517851172,TUN
364217,788,TUN3943,3943,27-Jan-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,Military Forces of Tunisia (2014-) Border Guards,,1,15,Northern Africa,Tunisia,Medenine,Ben Guerdane,Ben Guerdane,,Bordj Sidi Toui,32.7263,11.3694,1,Tunisien Numerique,National,After the car of a smuggler was stopped by border guards his friends rioted and threw stones at the guards to prevent them seizing the car. Guards responded with shots and killed one smuggler.,1,1517243924,TUN
364216,788,TUN3942,3942,27-Jan-18,2018,1,Riots/Protests,Protest,1,Protesters (Tunisia),,6,Police Forces of Tunisia (2014-),,1,16,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,AFP English,International,Tunisian police broke up a banned demonstration by some LGBT activists through arresting several of them.,0,1517243924,TUN
448668,788,TUN3944,3944,27-Jan-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Gafsa,Gafsa Sud,Gafsa Sud,,Gafsa,34.425,8.7417,3,BBC Monitoring,National,The Gafsa region was rocked by protests that were reportedly marred by violence and attacks on public buildings.,0,1517851172,TUN
364215,788,TUN3941,3941,26-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,3,Shemsfm,Subnational,Primary education teacher all over Tunisia staged a sit-in for two hours to call on the executive office of the government to increase their salaries.,0,1517243924,TUN
364214,788,TUN3940,3940,26-Jan-18,2018,1,Riots/Protests,Riot,1,Rioters (Tunisia),Fech Nistanaw Campaign,5,Police Forces of Tunisia (2014-),,1,15,Northern Africa,Tunisia,Tunis,Bardo,Bardo,,Le Bardo,36.8092,10.1406,1,Press TV,National,Rioters from Fech Nistanaw clashed with police during demonstrations in front of the parliament.,0,1517243924,TUN
364213,788,TUN3939,3939,24-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),OIT: Order of Tunisian Engineers,6,,,0,60,Northern Africa,Tunisia,Tunis,Medina,Medina,,Kasbah,36.8,10.1675,1,Shemsfm,Subnational,Engineers from the OIT (Order des IngÃ©nieurs Tunisiens) organised a sit-in in the Kasbah to call for an improvement of their socio-economic situation.,0,1517243924,TUN
364212,788,TUN3938,3938,24-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),Journalists (Tunisia),6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Mosaiquefm,Subnational,Several journalists from the Tunis Afrique Press agency continued their sit-in at the agency's headquarters to protest against administrative and professional breaches by the directorate.,0,1517243924,TUN
364210,788,TUN3936,3936,23-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),Journalists (Tunisia),6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Mosaiquefm,Subnational,Several journalists from the Tunis Afrique Press agency continued their sit-in at the agency's headquarters to protest against administrative and professional breaches by the directorate.,0,1517243924,TUN
364211,788,TUN3937,3937,23-Jan-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Sfax,Sfax Medina,Sfax Medina,,Sfax,34.7406,10.7603,1,Tunisien Numerique,National,Ferry travellers who were blocked in Sfax because of boat protests by fishermen went to the street in Sfax and blocked the road to shed light on their suffering.,0,1517243924,TUN
364207,788,TUN3933,3933,22-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),Journalists (Tunisia),6,,,0,60,Northern Africa,Tunisia,Tunis,Bab Souika,Bab Souika,,Tunis,36.819,10.1658,1,Agency Tunis Afrique Press,National,Several journalists from the Tunis Afrique Press agency started an open sit-in at the agency's headquarters to protest against administrative and professional breaches by the directorate.,0,1517243924,TUN
364208,788,TUN3934,3934,22-Jan-18,2018,1,Riots/Protests,Protest,0,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Gafsa,Gafsa Sud,Gafsa Sud,,Gafsa,34.425,8.7417,1,Mosaiquefm,Subnational,Aspiring chauffeurs went on a strike and protested physically in front of the seat of the governorate in Gafsa to call on the government to grant them licenses to be able to work.,0,1517243924,TUN
364209,788,TUN3935,3935,22-Jan-18,2018,1,Riots/Protests,Riot,0,Rioters (Tunisia),,5,,,0,50,Northern Africa,Tunisia,Sfax,Sfax Medina,Sfax Medina,,Sfax,34.7406,10.7603,2,Tunisien Numerique,National,Fishermen blocked the ferry traffic between Sfax and Kerkennah with their boats to protest against seized boats which are use to fish illegally.,0,1517243924,TUN
364206,788,TUN3932,3932,21-Jan-18,2018,1,Riots/Protests,Riot,1,Rioters (Tunisia),,5,Police Forces of Tunisia (2014-),,1,15,Northern Africa,Tunisia,Gafsa,Mdhilla,Mdhilla,,Mdhilla,34.251,8.747,1,"Pan African News Agency, Tunisien Numerique",National-Regional,Police used teargas to disperse rioters who called for employment in Mdhilla. Rioters had blocked roads with burning tires.,0,1517243924,TUN
364205,788,TUN3931,3931,21-Jan-18,2018,1,Riots/Protests,Riot,1,Rioters (Tunisia),,5,Police Forces of Tunisia (2014-),,1,15,Northern Africa,Tunisia,Gafsa,Metlaoui,Metlaoui,,Metlaoui,34.3208,8.4016,1,"Maghreb Emergent, Reuters",Regional-International,Police used teargas to disperse rioters who called for employment in Metlaoui. Rioters had blocked roads with burning tires.,0,1517243924,TUN
